CHEMBL435191	target	O94806
CHEMBL1999718	target	Q14012
CHEMBL1995927	target	Q9H4B4
CHEMBL1981410	target	P48730
CHEMBL1972250	target	P10721
CHEMBL130208	target	Q02156
CHEMBL1968705	target	Q9UQM7
CHEMBL1982465	target	P35968
CHEMBL2007064	target	P00533
CHEMBL1988153	target	O14757
CHEMBL1973711	target	P49840
CHEMBL259922	target	Q9HCP0
CHEMBL1987430	target	P45983
CHEMBL115220	target	Q96GD4
CHEMBL402846	target	Q16644
CHEMBL344314	target	P05771
CHEMBL2007559	target	O94806
CHEMBL2000354	target	Q7KZI7
CHEMBL2006276	target	Q9H4B4
CHEMBL1236126	target	O96017
CHEMBL1995765	target	Q04771
CHEMBL2001923	target	P22607
CHEMBL1976328	target	Q13188
CHEMBL2002450	target	O14757
CHEMBL2000071	target	Q13554
CHEMBL2000114	target	Q8NE63
CHEMBL2003657	target	P53350
CHEMBL1994040	target	Q9H4B4
CHEMBL1984363	target	Q7L7X3
CHEMBL1994321	target	P04629
CHEMBL1879463	target	O43293
CHEMBL1983884	target	Q9Y463
CHEMBL1242032	target	P48736
CHEMBL1966628	target	P12931
CHEMBL432130	target	Q05513
CHEMBL1989029	target	P30530
CHEMBL1970806	target	P07333
CHEMBL2000724	target	P29376
CHEMBL130163	target	P05129
CHEMBL2006439	target	P04626
CHEMBL1973211	target	Q00535
CHEMBL1983025	target	P08581
CHEMBL1682553	target	Q9NWZ3
CHEMBL1983449	target	Q9NYL2
CHEMBL1986590	target	Q13131
CHEMBL1975500	target	P07948
CHEMBL226471	target	O00418
CHEMBL1994538	target	Q8TDC3
CHEMBL2000029	target	Q7L7X3
CHEMBL1242666	target	P08631
CHEMBL1090360	target	Q13554
CHEMBL1998121	target	P43405
CHEMBL413779	target	P68400
CHEMBL272888	target	P23443
CHEMBL1969523	target	P07948
CHEMBL1974416	target	O43781
CHEMBL1975357	target	P49760
CHEMBL116963	target	P17612
CHEMBL1978448	target	P53778
CHEMBL1976220	target	Q08881
CHEMBL1972346	target	P16234
CHEMBL1969372	target	Q9HAZ1
CHEMBL1983025	target	Q14012
CHEMBL1984842	target	P06239
CHEMBL1981782	target	Q9HBH9
CHEMBL1965033	target	Q04759
CHEMBL26501	target	Q15139
CHEMBL202930	target	P05129
CHEMBL1980407	target	P08069
CHEMBL1994864	target	Q9NWZ3
CHEMBL1996500	target	P08581
CHEMBL1967560	target	O43781
CHEMBL1969126	target	Q7L7X3
CHEMBL50894	target	P53778
CHEMBL378627	target	P36888
CHEMBL50894	target	Q16620
CHEMBL1964692	target	O00311
CHEMBL1999811	target	P07948
CHEMBL1968590	target	P22607
CHEMBL526133	target	Q9H3Y6
CHEMBL1993374	target	P45984
CHEMBL468280	target	Q13237
CHEMBL1991410	target	Q16288
CHEMBL1977604	target	P49760
