CHEMBL435191	BindsTo_Target	O94806
CHEMBL1999718	BindsTo_Target	Q14012
CHEMBL1995927	BindsTo_Target	Q9H4B4
CHEMBL1981410	BindsTo_Target	P48730
CHEMBL1972250	BindsTo_Target	P10721
CHEMBL130208	BindsTo_Target	Q02156
CHEMBL1968705	BindsTo_Target	Q9UQM7
CHEMBL1982465	BindsTo_Target	P35968
CHEMBL2007064	BindsTo_Target	P00533
CHEMBL1988153	BindsTo_Target	O14757
CHEMBL1973711	BindsTo_Target	P49840
CHEMBL259922	BindsTo_Target	Q9HCP0
CHEMBL1987430	BindsTo_Target	P45983
CHEMBL115220	BindsTo_Target	Q96GD4
CHEMBL402846	BindsTo_Target	Q16644
CHEMBL344314	BindsTo_Target	P05771
CHEMBL2007559	BindsTo_Target	O94806
CHEMBL2000354	BindsTo_Target	Q7KZI7
CHEMBL2006276	BindsTo_Target	Q9H4B4
CHEMBL1236126	BindsTo_Target	O96017
CHEMBL1995765	BindsTo_Target	Q04771
CHEMBL2001923	BindsTo_Target	P22607
CHEMBL1976328	BindsTo_Target	Q13188
CHEMBL2002450	BindsTo_Target	O14757
CHEMBL2000071	BindsTo_Target	Q13554
CHEMBL2000114	BindsTo_Target	Q8NE63
CHEMBL2003657	BindsTo_Target	P53350
CHEMBL1994040	BindsTo_Target	Q9H4B4
CHEMBL1984363	BindsTo_Target	Q7L7X3
CHEMBL1994321	BindsTo_Target	P04629
CHEMBL1879463	BindsTo_Target	O43293
CHEMBL1983884	BindsTo_Target	Q9Y463
CHEMBL1242032	BindsTo_Target	P48736
CHEMBL1966628	BindsTo_Target	P12931
CHEMBL432130	BindsTo_Target	Q05513
CHEMBL1989029	BindsTo_Target	P30530
CHEMBL1970806	BindsTo_Target	P07333
CHEMBL2000724	BindsTo_Target	P29376
CHEMBL130163	BindsTo_Target	P05129
CHEMBL2006439	BindsTo_Target	P04626
CHEMBL1973211	BindsTo_Target	Q00535
CHEMBL1983025	BindsTo_Target	P08581
CHEMBL1682553	BindsTo_Target	Q9NWZ3
CHEMBL1983449	BindsTo_Target	Q9NYL2
CHEMBL1986590	BindsTo_Target	Q13131
CHEMBL1975500	BindsTo_Target	P07948
CHEMBL226471	BindsTo_Target	O00418
CHEMBL1994538	BindsTo_Target	Q8TDC3
CHEMBL2000029	BindsTo_Target	Q7L7X3
CHEMBL1242666	BindsTo_Target	P08631
CHEMBL1090360	BindsTo_Target	Q13554
CHEMBL1998121	BindsTo_Target	P43405
